INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD,
1097,05/03/2005 02:24:00 PM,2005-65973,P051230815,DISTRICT 5,9826,INJURY TO PRISONER,7XX CLIFTON COLONY DR,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
2127,04/01/2006 12:03:00 AM,2006-80549,P060920001,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX CHATEAU AV,39.1091328050751,-84.5585638855512,MALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
-4659,01/31/2001 09:50:00 PM,20010075,P010311617,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,2XX DONAHUE ST,39.134023073488,-84.5036709565672,MALE,BLACK,UNKNOWN,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE,
-854,07/22/1997 02:35:00 AM,9700504,P972030150,DISTRICT 5,9825,CHEMICAL IRRITANT,39XX BORDEN ST,39.1588032498177,-84.5480114435223,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE -SOUTH CUMMINSVILLE,
-6596,01/02/2003 09:00:00 PM,20030002,P030021225,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,X EAST MCMICKEN AV,,,MALE,BLACK,UNKNOWN,MALE,HISPANIC/LATINO,N/A,N/A,N/A,
-5666,11/19/2001 10:02:00 PM,20011095,P013231574,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX CLINTON SPRINGS,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-3866,06/22/2000 08:40:00 AM,20000560,P001740373,DISTRICT 4,9826,INJURY TO PRISONER,81XX ANTHONY WAYNE ST,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-3866,06/22/2000 08:40:00 AM,20000560,P001740373,DISTRICT 4,9826,INJURY TO PRISONER,81XX ANTHONY WAYNE ST,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
7011,07/31/2013 04:00:00 AM,2013-183215,LCP130731000181,DISTRICT 3,9826,INJURY TO PRISONER,22XX HARRISON AV,39.1341602748892,-84.5726304932461,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
-5463,08/30/2001 04:01:00 AM,20010884,P012420183,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,3XX E CENTRAL PKWY,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
6695,11/10/2012 07:55:00 PM,2012-175811,LCP121110001210,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1070099723178,-84.5078896587137,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-438,02/17/1997 12:53:00 AM,9700077,P970480036,DISTRICT 4,9825,CHEMICAL IRRITANT,31XX READING RD,39.1349672049361,-84.4961813600387,FEMALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE,
-4225,09/30/2000 03:07:00 AM,20000921,P002740254,DISTRICT 5,9825,CHEMICAL IRRITANT,30XX COLERAIN AV,39.1363254003292,-84.5370904383639,MALE,BLACK,UNKNOWN,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON,
-2139,11/14/1998 03:15:00 AM,9800900,P983180219,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX SHUTTLESWORTH,,,MALE,BLACK,UNKNOWN,MALE,HISPANIC/LATINO,N/A,N/A,N/A,
6243,12/15/2011 01:54:00 PM,2011-164210,LCP111215000812,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX FIRST AV,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A,
-5701,12/05/2001 03:47:00 PM,20011130,P013390984,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,12XX CALIFORNIA AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-5701,12/05/2001 03:47:00 PM,20011130,P013390984,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,12XX CALIFORNIA AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-7479,12/07/2003 02:52:00 AM,20030906,P033410202,DISTRICT 5,9825,CHEMICAL IRRITANT,15XX CEDAR AVNUE,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
3135,04/30/2007 10:45:00 PM,2007-97694,#P071201823,DISTRICT 1,9826,INJURY TO PRISONER,2XX W 15TH ST,39.110920673847,-84.5186336508092,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-2527,04/13/1999 03:24:00 AM,9900295,P991030130,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX W 4TH ST,39.0996803666755,-84.5165166306593,MALE,WHITE,UNKNOWN,MALE,TWO OR MORE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-3577,03/24/2000 06:29:00 PM,20000266,P000841258,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX GREEN,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
3079,04/09/2007 02:43:00 AM,2007-96802,P070990142,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,53XX COLERAIN AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
5572,10/14/2010 03:58:00 PM,2010-149294,LCP101014001057,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX RION LN,39.158989767731,-84.5023702414317,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,NORTH AVONDALE,
8754,01/18/2017 04:50:18 PM,2017-221067,LCP170118001146,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1071399723178,-84.5087396587137,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
4574,03/25/2009 11:40:00 AM,2009-128311,,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX MAIN ST,39.1076991618575,-84.5100392263236,FEMALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
9191,12/09/2017 09:05:00 PM,2017-231386,CPD171209001316,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E 15TH ST,39.1130597902985,-84.515364863796,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
7920,06/19/2015 09:24:00 AM,2015-202568,LCP150619000403,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,45XX WHETSEL AV,39.1546881097643,-84.3930142291377,MALE,BLACK,ADULT,MALE,ASIAN,MADISONVILLE,MADISONVILLE,MADISONVILLE,
3302,07/15/2007 07:53:00 PM,2007-101112,P071961278,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX ELBERON AV,39.1089003809299,-84.5649205437519,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
-2218,12/29/1998 03:15:00 PM,9800979,P983630709,DISTRICT 1,9825,CHEMICAL IRRITANT,52TH,,,MALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
-639,04/24/1997 03:51:00 AM,9700283,P971150171,DISTRICT 5,9826,INJURY TO PRISONER,28XX COLERAIN AV,39.1324351894516,-84.5358516292774,MALE,WHITE,UNKNOWN,MALE,WHITE,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON,
-1473,03/22/1998 06:32:00 PM,9800227,P980810768,DISTRICT 5,9826,INJURY TO PRISONER,49XX WINNESTE AV,39.1810628129145,-84.5118575512878,MALE,BLACK,UNKNOWN,MALE,TWO OR MORE,WINTON HILLS,WINTON HILLS,WINTON HILLS,
-3195,11/16/1999 05:08:00 PM,9900965,P993201038,DISTRICT 2,9826,INJURY TO PRISONER,36XX CLARION,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
7572,08/28/2014 05:35:00 PM,2014-194330,LCP140828001213,DISTRICT 3,9826,INJURY TO PRISONER,29XX BOUDINOT AV,39.1376172355379,-84.6053405050455,FEMALE,WHITE,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
6044,08/11/2011 11:33:00 AM,2011-159839,LCP110811000594,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,13XX WALNUT ST,39.1104349716799,-84.5142104382985,MALE,BLACK,ADULT,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-859,07/18/1997 10:40:00 PM,9700509,P971991516,DISTRICT 2,9826,INJURY TO PRISONER,36XX MONTGOMERY RD,39.1447505207601,-84.4693226296073,MALE,WHITE,UNKNOWN,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON,
-7792,04/29/2004 03:18:00 PM,20040291,P041201000,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX HARRISON AV,39.1416716767652,-84.5856827151757,MALE,BLACK,UNKNOWN,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
4932,09/15/2009 10:32:00 PM,2009-136094,LCP090915001806,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX ROSS AV,39.1146662367916,-84.5734985796368,MALE,BLACK,JUVENILE,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
-1335,02/05/1998 07:54:00 PM,9800088,P980360856,DISTRICT 3,9825,CHEMICAL IRRITANT,43XX W 8TH ST,39.1087207765456,-84.5946095588023,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL,
-2334,02/06/1999 04:35:00 AM,9900101,P990370259,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX ELIFTON,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
7399,05/05/2014 01:14:00 PM,2014-190963,LCP140505000630,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX N FRED SHUTTLESWORTH CIR,39.153260882699,-84.4858278007813,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE,
8730,01/03/2017 12:09:00 AM,2017-220469,LCP170102000014,OUTSIDE CITY,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,38XX MONTGOMERY RD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
7151,10/30/2013 10:46:00 AM,2013-186046,LCP131030000460,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,31XX WESTBROOK DRINCINNATI OHIO 45211,,,MALE,TWO OR MORE,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
1130,05/11/2005 05:43:00 PM,2005-66356,P051311445,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX BALDWIN ALY,,,FEMALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A,
-7890,06/08/2004 11:32:00 AM,20040390,P041600714,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX MAIN ST,39.1102241868243,-84.5130923793446,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-6751,03/16/2003 02:36:00 PM,20030174,P030750798,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX EATONDALE DR,39.0919392169334,-84.5763783226421,FEMALE,BLACK,UNKNOWN,MALE,WHITE,RIVERSIDE,RIVERSIDE,SEDAMSVILLE,
-1805,07/27/1998 04:20:00 AM,9800565,P982070384,DISTRICT 1,9825,CHEMICAL IRRITANT,5XX ELM ST,39.1012603984157,-84.5178396747827,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
-1742,07/04/1998 02:30:00 AM,9800502,P981850207,DISTRICT 3,9825,CHEMICAL IRRITANT,45XX W 8TH ST,39.1096281352071,-84.5989985378841,MALE,WHITE,UNKNOWN,FEMALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL,
-3123,10/23/1999 03:12:00 AM,9900893,P992960253,DISTRICT 1,9825,CHEMICAL IRRITANT,13XX VINE,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
1843,10/31/2005 02:09:00 PM,2005-74850,P053040873,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,14XX VINE ST,39.1120046084085,-84.5142828815669,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
1593,09/27/2005 01:41:00 AM,2005-73232,P052700139,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX ROGERS PL,39.1237645416791,-84.4897819770441,MALE,WHITE,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
-5758,01/10/2002 12:32:00 AM,20020009,P020100053,DISTRICT 5,9825,CHEMICAL IRRITANT,40XX HAMILTON AV,39.1591536801855,-84.5400616289072,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE,
1637,10/06/2005 11:26:00 AM,2005-73764,P052790705,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX VICTORY PKWY,39.1288062811832,-84.4845815896299,MALE,BLACK,ADULT,FEMALE,BLACK,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
-7752,04/18/2004 12:48:00 AM,20040251,P041081729,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,29XX DEBRECK AV,39.1413360751852,-84.5836202330397,MALE,BLACK,UNKNOWN,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
-4383,10/30/2000 07:25:00 PM,20001080,P003041194,DISTRICT 3,9826,INJURY TO PRISONER,12XX ROSS AV,39.1148348082592,-84.5743119556654,MALE,WHITE,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
-7825,05/23/2004 01:53:00 AM,20040325,P041440159,DISTRICT 4,9825,CHEMICAL IRRITANT,27XX VINE ST,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
8508,06/17/2016 04:52:00 PM,2016-215058,LCP160617001238,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX W SEYMOUR AV,39.1966516852844,-84.4847576144454,FEMALE,WHITE,ADULT,MALE,BLACK,CARTHAGE,CARTHAGE,CARTHAGE,
6515,06/26/2012 02:31:00 AM,2012-170844,LCP120626000142,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX NEAV ST,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
-7937,06/18/2004 12:55:00 AM,20040438,P04170095,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,74XX VINE ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-7059,06/26/2003 11:49:00 PM,20030484,P031771830,DISTRICT 1,9825,CHEMICAL IRRITANT,2XX E THIRTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
2999,03/05/2007 11:05:00 AM,2007-95392,P070640485,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX E MCMILLAN AV,,,MALE,BLACK,ADULT,FEMALE,BLACK,N/A,N/A,N/A,
2149,03/29/2006 11:30:00 PM,2006-81163,P060881409,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX ROSEMONT,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
851,02/24/2005 09:40:00 AM,2005-62504,50550403,DISTRICT 5,9826,INJURY TO PRISONER,24XX HALSTEAD ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
1224,06/11/2005 12:10:00 AM,2005-67920,P051620014,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,39XX VINE ST,39.1585430468142,-84.5037987713227,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE,
-5008,04/11/2001 11:15:00 PM,20010427,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,29XX GILBERT AV AT LINCOLN AV,,,OTHER,UNKNOWN,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
741,06/29/2004 10:26:00 PM,2005-61487,P041811982,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,19XX W NORTH BEND RD,,,MALE,BLACK,JUVENILE,MALE,WHITE,N/A,N/A,N/A,
-7801,04/30/2004 01:48:00 AM,20040301,P041210139,DISTRICT 2,9826,INJURY TO PRISONER,48XX MADISON RD,39.1628439930538,-84.4115871527254,MALE,WHITE,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE,
9932,06/06/2019 08:59:19 PM,2019-247558,CPD190606001467,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,31XX MONTANA AV,39.1491581153956,-84.6056069057978,MALE,BLACK,ADULT,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
8324,01/15/2016 01:26:00 PM,2016-210320,LCP160115000660,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,17XX SYCAMORE ST,39.1147090210073,-84.5098611971075,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,MOUNT  AUBURN,MOUNT AUBURN,
9054,08/23/2017 06:24:00 PM,2017-227976,CPD170823001265,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,28XX ORLAND AV,39.1369474370371,-84.5732002027216,MALE,WHITE,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
-268,11/10/1996 02:22:00 AM,9600423,P963150160,DISTRICT 5,9825,CHEMICAL IRRITANT,15XX CEDAR AV,39.1985524750602,-84.5460672823732,MALE,BLACK,UNKNOWN,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL,
-389,01/20/1997 09:05:00 PM,9700028,P970201108,DISTRICT 1,9825,CHEMICAL IRRITANT,15XX LINN STREET,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
7380,12/22/2013 01:57:00 AM,2014-190704,LCP13122200123,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX ST GREGORY ST,39.1078824439152,-84.4968053295432,MALE,WHITE,ADULT,MALE,BLACK,MT. ADAMS,MOUNT  ADAMS,MOUNT ADAMS,
-5516,09/24/2001 06:35:00 PM,20010940,P012671301,DISTRICT 4,9826,INJURY TO PRISONER,XX E CHARLTON ST,39.1308878247783,-84.5086102163827,MALE,BLACK,UNKNOWN,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE,
1995,02/10/2006 12:25:00 PM,2006-78667,P060410087,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX WALNUT ST,39.1036089755033,-84.5124125068514,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
8877,03/05/2017 06:00:00 AM,2017-222469,LCP170305000312,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,64XX MONTGOMERY RD,39.1873669596805,-84.418293419865,FEMALE,BLACK,ADULT,MALE,WHITE,KENNEDY HEIGHTS,KENNEDY  HEIGHTS,KENNEDY HEIGHTS,
-6620,01/24/2003 03:36:00 PM,20030026,P030240803,DISTRICT 1,9825,CHEMICAL IRRITANT,6XX MAIN ST,39.1040045627376,-84.509588776143,MALE,BLACK,UNKNOWN,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
8880,04/25/2017 10:55:00 AM,2017-223905,CPD170425000522,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX QUEEN CITY AV,39.1307619928721,-84.5837814028194,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
3904,04/22/2008 12:01:00 AM,2008-113069,LCP080422000005,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E 13TH ST,39.1103158582942,-84.5141608535073,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
7451,06/07/2014 12:03:00 AM,2014-191864,LCP140606001924,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,16XX GILSEY AV,,,MALE,HISPANIC/LATINO,ADULT,MALE,BLACK,N/A,N/A,N/A,
-4722,02/23/2001 05:31:00 PM,20010139,P010541141,DISTRICT 1,9826,INJURY TO PRISONER,19XX RACE ST,39.1169256351216,-84.5182849929115,MALE,BLACK,UNKNOWN,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-901,08/13/1997 04:00:00 PM,9700552,P972250764,DISTRICT 3,9826,INJURY TO PRISONER,21XX HATMAKER ST,39.1048511901659,-84.5525365677769,MALE,WHITE,UNKNOWN,FEMALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL,
-4924,04/10/2001 07:00:00 PM,20010343,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX VINE STREET,,,MALE,BLACK,UNKNOWN,MALE,HISPANIC/LATINO,N/A,N/A,N/A,
-5719,12/20/2001 11:57:00 PM,20011150,P013541566,DISTRICT 5,9825,CHEMICAL IRRITANT,45XX SPRING GROVE AV,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-5719,12/20/2001 11:57:00 PM,20011150,P013541566,DISTRICT 5,9825,CHEMICAL IRRITANT,45XX SPRING GROVE AV,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-4661,02/03/2001 03:10:00 AM,20010077,P010340224,DISTRICT 1,9825,CHEMICAL IRRITANT,7XX W PETE ROSE WAY,,,FEMALE,BLACK,UNKNOWN,MALE,NATIVE HAWAIIAN,N/A,N/A,N/A,
-6777,02/15/2003 01:21:00 PM,20030200,P030460660,DISTRICT 5,9826,INJURY TO PRISONER,7XX LUDLOW AV,39.1480455849115,-84.5328480174962,MALE,BLACK,UNKNOWN,MALE,WHITE,CLIFTON,CLIFTON,CLIFTON,
6207,11/20/2011 12:50:00 AM,2011-163397,LCP111120000052,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX WARNER AV,,,MALE,WHITE,JUVENILE,MALE,BLACK,N/A,N/A,N/A,
-981,09/09/1997 01:22:00 AM,9700632,P972520057,DISTRICT 3,9826,INJURY TO PRISONER,25XX QUEEN CITY AV,39.1308275948028,-84.5885740988373,FEMALE,WHITE,UNKNOWN,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
-7489,12/30/2003 10:13:00 PM,20030916,P033641745,DISTRICT 1,9825,CHEMICAL IRRITANT,13XX MAIN ST,39.1096868331079,-84.5116892609079,FEMALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-4935,04/10/2001 09:30:00 PM,20010354,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX VINE STREET,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-1623,05/26/1998 11:00:00 PM,9800381,P981461329,DISTRICT 2,9825,CHEMICAL IRRITANT,60XX SIERRA ST,39.1608830683308,-84.3909722528051,MALE,WHITE,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE,
265,11/07/2004 03:23:00 AM,2004-51529,P043120232,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W MCMICKEN AV,39.1192250662197,-84.5232076495165,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-7066,06/24/2003 09:57:00 PM,20030491,P031751907,DISTRICT 1,9826,INJURY TO PRISONER,14XX WALNUT ST,39.1113601069745,-84.5133806784234,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-3272,12/11/1999 02:11:00 AM,9901042,P993450183,DISTRICT 5,9826,INJURY TO PRISONER,9XX WORTH BEND,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-3272,12/11/1999 02:11:00 AM,9901042,P993450183,DISTRICT 5,9826,INJURY TO PRISONER,9XX WORTH BEND,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-339,12/15/1996 09:56:00 PM,9600496,P963500952,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,X W CORRY ST,39.1285699903349,-84.5101861919407,MALE,BLACK,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE,
6993,07/19/2013 01:12:00 PM,2013-182813,LCP130719000783,DISTRICT 4,9826,INJURY TO PRISONER,8XX BLAIR AV,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
6840,01/02/2013 02:06:00 PM,2013-179393,LCP130102000771,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,31XX MCHENRY AV,39.1435239441003,-84.5774157590864,MALE,WHITE,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
-6090,06/07/2002 09:09:00 AM,20020343,P021581483,DISTRICT 3,9825,CHEMICAL IRRITANT,32XX BREVIER AV,39.1114874470239,-84.5636075029315,FEMALE,WHITE,UNKNOWN,FEMALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
5317,05/29/2010 01:52:00 AM,2010-144188,LCP100529000192,DISTRICT 5,9826,INJURY TO PRISONER,26XX W NORTH BEND RD,39.1898310464253,-84.5718015166249,MALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY,
2733,11/05/2006 01:43:00 AM,2006-90918,P063081636,DISTRICT 4,9825,CHEMICAL IRRITANT,3XX FOREST AV,39.1472944300714,-84.5011726050959,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE,
9093,09/16/2017 02:45:00 AM,2017-228784,CPD170916000244,DISTRICT 4,9826,INJURY TO PRISONER,24XX READING RD CINCINNATI OHIO 45212,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
9093,09/16/2017 02:45:00 AM,2017-228784,CPD170916000244,DISTRICT 4,9826,INJURY TO PRISONER,24XX READING RD CINCINNATI OHIO 45212,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
